listing_id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,property_type,accommodates,first_review,review_scores_value,review_scores_cleanliness,review_scores_location,review_scores_accuracy,review_scores_communication,review_scores_checkin,review_scores_rating,maximum_nights,listing_url,host_is_superhost,host_about,host_response_time,host_response_rate
829092590831771466,"Tropical Dream! Pool, Pets Allowed, Parking!",495438734,RoomPicks,Wailuku-Kahului,20.891268829771057,-156.47095711598146,Private room,252.0,1,0,,,51,0,0,Exempt,Room in hotel,5,,,,,,,,,1125,https://www.airbnb.com/rooms/829092590831771466,False,,within an hour,100.0
829027321617782110,"Maui Adventure! 2 Relaxing Units, Beach, Pool!",495438734,RoomPicks,Wailuku-Kahului,20.89063,-156.46896,Private room,472.0,1,0,,,51,363,0,Exempt,Room in hotel,8,,,,,,,,,1125,https://www.airbnb.com/rooms/829027321617782110,False,,within an hour,100.0
53739671,海を見下ろすアウトドアリビングのあるお部屋,224729907,Naoko,North Kona,19.72093,-155.97924,Private room,240.0,3,17,2023-09-14,0.64,1,67,1,TA-210-382-1312-01,Private room in home,3,2022-01-22,4.82,4.94,4.88,5.0,4.76,4.82,4.94,28,https://www.airbnb.com/rooms/53739671,True,"東京生まれの東京育ち｡39歳の時にハワイ島に移住してきました。すでにここの生活も14年になりますがみなさまにハワイ島での生活を体験できる宿を始めました。この島の雄大さやたくさんの魅力を知っていただければと思います｡
また、コーヒーの自家栽培をしているので焙煎したてのコーヒーを飲んでいただいたり、季節のフルーツをもいで食べていただいたりできるのもおすすめです。
主人がツアーガイドをしていることもあって、観光のアドバイスもできます。",within a few hours,100.0
11464859,The Sassy Lilac Megan Love Room,25282650,Megan,North Kona,19.61192,-155.97786,Private room,129.0,2,457,2024-03-16,4.69,4,281,53,TA-170-407-7312-01,Private room in home,2,2016-03-23,4.92,4.91,4.93,4.96,4.98,4.97,4.96,1125,https://www.airbnb.com/rooms/11464859,True,"Hey I’m Megan Love and I own a bed and breakfast in Kona, HI called The Megan Love House! It’s awesome and you should definitely come stay with us!  It’s a four bedroom four bathroom house in a beautiful gated community right by the beach. I live in the downstairs bedroom with my partner Jake and our kids Luca and Layla. Our house is quite big and we have a lot of spaces to relax and unwind. We love Megan healthy breakfasts in the morning! Alohaa",within an hour,100.0
947930883797890788,2 Bedroom Unit - Kona Resort,225597185,Alan,North Kona,19.63085,-155.98768,Private room,300.0,4,9,2024-02-17,1.29,12,245,9,,Room in hotel,6,2023-08-28,4.78,4.78,4.89,4.89,4.78,4.67,4.89,21,https://www.airbnb.com/rooms/947930883797890788,True,,within a day,90.0
829072610505877483,Tropical Haven!Steps Away from Ho’aloha Park Beach,495438734,RoomPicks,Wailuku-Kahului,20.89068117161703,-156.47104026071983,Private room,228.0,1,0,,,51,0,0,Exempt,Room in hotel,2,,,,,,,,,1125,https://www.airbnb.com/rooms/829072610505877483,False,,within an hour,100.0
818183549485078550,1 Luxury Suite at Marriott Hawaii Resort,264780811,Jiajia,Ewa,21.3320522,-158.1210635,Private room,499.0,2,0,,,1,1,0,"070692249603, TA-070-692-2496-03",Private room in rental unit,4,,,,,,,,,4,https://www.airbnb.com/rooms/818183549485078550,False,,,
828945584201966261,"Hawaii Oasis! 4 Pet-Friendly Units, Pool, Parking!",495438734,RoomPicks,Wailuku-Kahului,20.890638467318382,-156.47122657146568,Private room,944.0,1,0,,,51,363,0,Exempt,Room in hotel,16,,,,,,,,,1125,https://www.airbnb.com/rooms/828945584201966261,False,,within an hour,100.0
967666465157554418,2 Ocean View Units nr Poipu Beach Park! Pool & Spa,501999514,RoomPicks,Lihue,21.961399057387855,-159.35086729610916,Private room,2730.0,1,0,,,45,356,0,"350020020021, TA-070-692-2496-04",Private room in resort,8,,,,,,,,,1125,https://www.airbnb.com/rooms/967666465157554418,False,,within an hour,100.0
829074542614115363,"Affordable Lodging! Ho'aloha Park Beach, Pool!",495438734,RoomPicks,Wailuku-Kahului,20.89021621771045,-156.46938440643623,Private room,252.0,1,0,,,51,363,0,Exempt,Room in hotel,5,,,,,,,,,1125,https://www.airbnb.com/rooms/829074542614115363,False,,within an hour,100.0
829002143276215712,Discover the Exceptional! 3 Accommodations w/Pool!,495438734,RoomPicks,Wailuku-Kahului,20.889741580171098,-156.4707404668346,Private room,564.0,1,0,,,51,363,0,Exempt,Room in hotel,12,,,,,,,,,1125,https://www.airbnb.com/rooms/829002143276215712,False,,within an hour,100.0
1044262195525752418,Wild Life Habitat Eco Village - FIRE,9045854,Mauricio,South Hilo,19.73245,-155.1484,Private room,160.0,1,12,2024-03-15,6.43,2,327,12,,Private room,2,2024-01-27,4.82,5.0,4.91,5.0,5.0,4.73,5.0,365,https://www.airbnb.com/rooms/1044262195525752418,False,,within an hour,100.0
828976361473000245,Fabulous Trio of Beachfront Accommodations!,495438734,RoomPicks,Wailuku-Kahului,20.89039380283876,-156.47123539850847,Private room,708.0,1,0,,,51,363,0,Exempt,Room in hotel,12,,,,,,,,,1125,https://www.airbnb.com/rooms/828976361473000245,False,,within an hour,100.0
1044949802054418344,Kumu Hale Guest Rooms,94271081,Jenell,Puna,19.541915241037135,-154.90816042727803,Private room,69.0,2,8,2024-03-20,2.67,2,52,8,STVR 19-358695,Private room in home,4,2023-12-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,365,https://www.airbnb.com/rooms/1044949802054418344,True,,within an hour,100.0
828994005253613646,"Near Ho'aloha Beach! 3 Comfortable Units, Pool!",495438734,RoomPicks,Wailuku-Kahului,20.889889607878057,-156.4702999561451,Private room,756.0,1,0,,,51,363,0,Exempt,Room in hotel,15,,,,,,,,,1125,https://www.airbnb.com/rooms/828994005253613646,False,,within an hour,100.0
828920759346814596,Your Maui Adventure Starts Here! Pool,495438734,RoomPicks,Wailuku-Kahului,20.89031416847449,-156.468958643697,Private room,188.0,1,0,,,51,363,0,Exempt,Room in hotel,2,,,,,,,,,1125,https://www.airbnb.com/rooms/828920759346814596,False,,within an hour,100.0
828928439639462153,"Harborfront Location! Onsite Pool, Near the Beach!",495438734,RoomPicks,Wailuku-Kahului,20.891349632695093,-156.46894298507252,Private room,688.0,1,0,,,51,331,0,Exempt,Room in hotel,16,,,,,,,,,1125,https://www.airbnb.com/rooms/828928439639462153,False,,within an hour,100.0
828954969565247083,Perfectly Situated near Ho’aloha Park Beach!,495438734,RoomPicks,Wailuku-Kahului,20.89209748805001,-156.469341560001,Private room,752.0,1,0,,,51,363,0,Exempt,Room in hotel,16,,,,,,,,,1125,https://www.airbnb.com/rooms/828954969565247083,False,,within an hour,100.0
914945300697611192,Large Suite w/ Balcony & Garden View! Pets Allowed,501999514,RoomPicks,Lihue,21.962982071317,-159.34960332188675,Private room,780.0,1,1,2024-02-13,0.77,45,329,1,"350020020021, TA-070-692-2496-04",Private room in resort,2,2024-02-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1125,https://www.airbnb.com/rooms/914945300697611192,False,,within an hour,100.0
828920695501681313,"Enjoy Maui's Charm! Garden, Pool, Easy Parking!",495438734,RoomPicks,Wailuku-Kahului,20.89187693868766,-156.46928029438754,Private room,235.0,1,0,,,51,363,0,Exempt,Room in hotel,2,,,,,,,,,1125,https://www.airbnb.com/rooms/828920695501681313,False,,within an hour,100.0
19253090,Family Outdoor Hammock Camping Cabana,4965048,Mathew,South Hilo,19.86,-155.10622,Private room,69.0,1,14,2024-02-29,0.19,16,247,2,TA-038-495-8464,Private room in hut,3,2018-01-14,4.86,4.93,4.86,4.93,4.86,4.71,4.86,365,https://www.airbnb.com/rooms/19253090,False,I'm an outgoing type who values the experience of travel.  Airbnb helps me to afford to travel more.  I love meeting new people.  I grew up in a Bed & Breakfast so hosting comes naturally to me.  ,within an hour,100.0
967686882168384877,Top Vacation Spot! 4 Ocean View Units! Pool Onsite,501999514,RoomPicks,Lihue,21.961231530581543,-159.3509963907192,Private room,4407.0,1,0,,,45,355,0,"350020020021, TA-070-692-2496-04",Private room in resort,16,,,,,,,,,1125,https://www.airbnb.com/rooms/967686882168384877,False,,within an hour,100.0
829068882211261957,"Prime Harborfront! Pool, Garden View & Parking!",495438734,RoomPicks,Wailuku-Kahului,20.889902914039453,-156.47076401260318,Private room,188.0,1,0,,,51,363,0,Exempt,Room in hotel,4,,,,,,,,,1125,https://www.airbnb.com/rooms/829068882211261957,False,,within an hour,100.0
683077852778890388,Hale Piko: 500 ft./1 min. walk to the beach!,58666379,Elizabeth,Waianae,21.44317,-158.18846,Private room,72.0,30,9,2024-03-04,1.07,3,89,9,"850080100002, TA-145-868-2368-01",Private room in home,2,2023-07-15,4.89,5.0,4.67,5.0,5.0,4.89,4.89,365,https://www.airbnb.com/rooms/683077852778890388,True,"Our rental is a veteran-owned & operated business. I am a local who grew up in Wai'anae, Hawai'i, and my husband is very familiar with our Leeward Coast beaches due to his current occupation. I’ve worked for a large hospitality corporation as a Business Development Rep. for 17 years and I am now also a returning student. 

We love to travel and know what to expect from our vacation rental experiences and want you to have the best stay possible, so please don't hesitate to message us if you have any questions. We'll be up-front and honest based on what you're expecting for your vacation. We look forward to hosting you!",within a few hours,100.0
11888880,The Megan Love Master Bedroom,25282650,Megan,North Kona,19.61139,-155.98003,Private room,147.0,2,410,2024-03-20,4.21,4,298,54,TA-170-407-7312-01,Private room in home,2,2016-03-23,4.93,4.89,4.94,4.98,5.0,4.97,4.96,1125,https://www.airbnb.com/rooms/11888880,True,"Hey I’m Megan Love and I own a bed and breakfast in Kona, HI called The Megan Love House! It’s awesome and you should definitely come stay with us!  It’s a four bedroom four bathroom house in a beautiful gated community right by the beach. I live in the downstairs bedroom with my partner Jake and our kids Luca and Layla. Our house is quite big and we have a lot of spaces to relax and unwind. We love Megan healthy breakfasts in the morning! Alohaa",within an hour,100.0
714537599415018865,Hilton Kings' Land - 1 Bedroom Plus,475756216,Crystal,South Kohala,19.9257378306008,-155.866087277045,Private room,505.0,1,0,,,21,220,0,,Private room in resort,4,,,,,,,,,1125,https://www.airbnb.com/rooms/714537599415018865,False,,within an hour,100.0
828945566013456284,4 Captivating Units and a Pool for Relaxation!,495438734,RoomPicks,Wailuku-Kahului,20.891697217263687,-156.46897823601478,Private room,944.0,1,0,,,51,0,0,Exempt,Room in hotel,16,,,,,,,,,1125,https://www.airbnb.com/rooms/828945566013456284,False,,within an hour,100.0
21784177,★Tropical ★ Walk to Magic Sands Beach ★ Queen ★A/C,158733518,Lynne,North Kona,19.59311,-155.96753,Private room,113.0,1,212,2024-03-02,2.77,1,41,7,,Private room in home,2,2017-12-12,4.92,5.0,4.96,4.97,5.0,4.98,4.97,90,https://www.airbnb.com/rooms/21784177,True,"Aloha,
Interior Designer, mosaic artist, photographer and lover of all things Hawaii! I also work at one of our Nat’l Parks. I enjoy hosting and love meeting people from all over the world. I'm very happy to share my home and passion for The Big Island. I strive to provide a comfortable and safe retreat and to add some insight about this beautiful island so that my guests will have fond memories for years to come of their Hawaiian experience.",within an hour,100.0
4265366,"""Angel's Nest 2 @ Kehena Beach""",7553028,Angel,Puna,19.39149,-154.9334,Private room,79.0,2,139,2023-02-10,1.24,2,363,0,TA058083942401,Private room in cottage,2,2015-01-17,4.88,4.86,4.83,4.9,4.98,4.98,4.91,1125,https://www.airbnb.com/rooms/4265366,False,"I love being in nature so living in Hawaii is perfect for me.  I like to spend time with my family, especially my grandchildren!",,
714536297954671177,Hilton Kings' Land - 1 Bedroom,475756216,Crystal,South Kohala,19.9257378306008,-155.866087277045,Private room,391.0,1,0,,,21,195,0,,Private room in resort,4,,,,,,,,,1125,https://www.airbnb.com/rooms/714536297954671177,False,,within an hour,100.0
931302167722249549,2BR Unit - Kona Hawaiian Resort,225597185,Alan,North Kona,19.62899,-155.98755,Private room,300.0,4,6,2024-02-24,0.73,12,294,6,,Room in hotel,6,2023-07-21,5.0,4.83,5.0,4.83,4.67,5.0,4.83,21,https://www.airbnb.com/rooms/931302167722249549,True,,within a day,90.0
828965084719621670,3 Serene Accommodations! Near Paukukalo Beach!,495438734,RoomPicks,Wailuku-Kahului,20.89031409436729,-156.4690716968545,Private room,516.0,1,0,,,51,331,0,Exempt,Room in hotel,12,,,,,,,,,1125,https://www.airbnb.com/rooms/828965084719621670,False,,within an hour,100.0
46755605,Marriott Ko Olina Beach Club (Studio Villa),373168709,Mick,Ewa,21.32982,-158.12232,Private room,321.0,4,23,2024-02-03,0.58,58,4,5,Exempt,Private room in resort,2,2020-12-09,4.83,4.91,4.96,4.87,4.96,4.83,4.96,1125,https://www.airbnb.com/rooms/46755605,True,,within an hour,100.0
908787310222315436,Cozy and Convenient.,506017401,Niegel,South Hilo,19.72483,-155.08745,Private room,55.0,1,7,2024-02-29,2.8,2,247,7,,Private room in home,2,2024-01-08,3.86,4.14,4.14,4.43,4.43,4.14,4.29,365,https://www.airbnb.com/rooms/908787310222315436,False,"I'm layed  back, love nature, curious
driven and truly believe in love",within an hour,100.0
829080360712915582,Maui Bliss Starts Here: Pool & Beach Escape!,495438734,RoomPicks,Wailuku-Kahului,20.89055355626714,-156.4709853723242,Private room,236.0,1,0,,,51,0,0,Exempt,Room in hotel,4,,,,,,,,,1125,https://www.airbnb.com/rooms/829080360712915582,False,,within an hour,100.0
15496793,Alihi Lani at Luana Inn,99525865,Nicole,South Kona,19.46885,-155.90875,Private room,272.0,3,23,2024-01-18,0.27,5,323,3,,Private room in rental unit,2,2017-03-09,4.43,4.48,4.91,4.48,4.43,4.74,4.48,10,https://www.airbnb.com/rooms/15496793,False,Recent web cast about me & what I do:  http:// learn true health. co m/ dr-maya-baylac/,within an hour,100.0
828954819442866861,Your Maui Adventure Starts Here! 4 Beautiful Units,495438734,RoomPicks,Wailuku-Kahului,20.890201264116715,-156.47088967547256,Private room,752.0,1,0,,,51,363,0,Exempt,Room in hotel,16,,,,,,,,,1125,https://www.airbnb.com/rooms/828954819442866861,False,,within an hour,100.0
727636638362241848,Hilton Kings' Land - 1 Bedroom,475756216,Crystal,South Kohala,19.9257378306008,-155.866087277045,Private room,587.0,1,0,,,21,182,0,,Private room in resort,4,,,,,,,,,1125,https://www.airbnb.com/rooms/727636638362241848,False,,within an hour,100.0
914983242490658651,"Excellent Choice! Pool, Parking, Beachfront!",501999514,RoomPicks,Lihue,21.96117,-159.34899,Private room,1160.0,1,0,,,45,362,0,"350020020021, TA-070-692-2496-04",Private room in resort,4,,,,,,,,,1125,https://www.airbnb.com/rooms/914983242490658651,False,,within an hour,100.0
1043184377134933355,Wild Life Habitat Eco Village - AIR,9045854,Mauricio,South Hilo,19.733151,-155.147457,Private room,150.0,1,26,2024-03-16,9.07,2,296,26,,Private room,2,2023-12-28,5.0,4.92,5.0,5.0,5.0,4.96,5.0,365,https://www.airbnb.com/rooms/1043184377134933355,False,,within an hour,100.0
1045397248608733285,Beautiful Haleiwa MBR Monthly Rental,150825338,Rene,North Shore Oahu,21.57437,-158.1169,Private room,79.0,29,1,2024-01-28,0.55,1,153,1,,Private room in home,2,2024-01-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,60,https://www.airbnb.com/rooms/1045397248608733285,True,I'm from San Diego and love to travel.  I have a property I host on Airbnb in Solan Beach and Oahu.  I am a military veteran and now focus on Real Estate in San Diego.,within an hour,100.0
587321616272321677,Tiny Lanai Bungalow on Big Island Hilo / Volcano,450561063,James And Jenn,Puna,19.55522,-154.97396,Private room,49.0,2,96,2024-03-08,3.98,1,320,44,,Private room in home,2,2022-03-31,4.91,4.95,4.69,4.95,4.99,4.98,4.96,7,https://www.airbnb.com/rooms/587321616272321677,True,,within an hour,100.0
829055382375689962,"Seaside Gem! 2 Beautiful Units, Near Hoaloha Beach",495438734,RoomPicks,Wailuku-Kahului,20.89177,-156.46894,Private room,504.0,1,0,,,51,0,0,Exempt,Room in hotel,10,,,,,,,,,1125,https://www.airbnb.com/rooms/829055382375689962,False,,within an hour,100.0
714537435718715630,Hilton Kings' Land - 1 Bedroom Plus,475756216,Crystal,South Kohala,19.9257378306008,-155.866087277045,Private room,505.0,1,0,,,21,220,0,,Private room in resort,4,,,,,,,,,1125,https://www.airbnb.com/rooms/714537435718715630,False,,within an hour,100.0
41813228,Cozy 3/1 in Honolulu,639198,Kai,East Honolulu,21.28337988790912,-157.77478315866583,Private room,79.0,29,0,,,1,62,0,,Private room in home,4,,,,,,,,,60,https://www.airbnb.com/rooms/41813228,False,"Aloha!  I’m Kai.   I am a mother, architectural historian, and a surfer. I love sharing my home and Hawai’i with visitors. 

I live in the home but sublease it when out of town.  You can rent the Toyota Prius during your stay.   Please message me after you’re confirmed for car rental details.  

I hope you enjoy your stay and don't hesitate to contact me for details about check-in or other questions. 

Aloha and Welcome!

Kai Elizabeth",within a few hours,90.0
714641225652727059,Hilton Kings' Land - 2 Bedroom Plus,475756216,Crystal,South Kohala,19.9257378306008,-155.866087277045,Private room,685.0,1,0,,,21,252,0,,Private room in resort,6,,,,,,,,,1125,https://www.airbnb.com/rooms/714641225652727059,False,,within an hour,100.0
50332421,Hale Kai Pele Suite Hilo Oceanfront w/Pool,352781868,Jessica,South Hilo,19.75826,-155.09116,Private room,223.0,2,6,2023-04-16,0.19,37,323,1,TA-119-934-0032-01,Private room in rental unit,2,2021-07-26,4.33,4.67,5.0,4.67,4.83,5.0,4.67,1125,https://www.airbnb.com/rooms/50332421,True,Jessica owns and operates Salt Water Hawai'i that manages legal vacation rentals on Hawai'i Island with a dedicated staff with over 50 years combined experience.  Let The Salt Water Crew treat you as 'Ohana (family)!  E Komo Mai (Welcome)!,within an hour,100.0
7479468,At the Beach with Friends Bed and Breakfast- Coco,35916778,Claudia,South Hilo,19.7321,-155.01529,Private room,200.0,2,19,2023-07-28,0.18,2,265,1,,Private room in bed and breakfast,3,2015-10-14,4.63,4.74,4.84,4.68,4.74,4.78,4.47,29,https://www.airbnb.com/rooms/7479468,False,,within a few hours,86.0
6854002,At the Beach with Friends Bed & Breakfast- Lagoon,35916778,Claudia,South Hilo,19.732,-155.01513,Private room,195.0,2,44,2024-01-29,0.42,2,360,1,County of Hawaii B&B permitted.  Transient accommodation tax number is TA-039-505-7152-01.,Private room in bed and breakfast,2,2015-07-20,4.74,4.74,4.76,4.88,4.86,4.81,4.75,29,https://www.airbnb.com/rooms/6854002,False,,within a few hours,86.0
19812250,"Home of ALOHA, 1bdrm, HI Kai, w/ukulele lesson!",99530242,Stacey,East Honolulu,21.29116,-157.68602,Private room,65.0,30,89,2020-03-14,1.11,1,364,0,,Private room in home,2,2017-08-28,4.94,4.94,4.96,4.99,5.0,4.99,4.99,1125,https://www.airbnb.com/rooms/19812250,False,"I am from the Island of O’ahu, born and raised! My husband and I have been married for 33 years and have 4 grown daughters, ranging in age from 20 - 32 . . . We also have a 7 yr old granddaughter.  I love to bake, cook, hike and read.  We both love to travel and sit in little cafe’s, sipping on lattes! ",within an hour,100.0
1000216303280486482,Condo in Lihue; oceanfront room in 4-star Resort,31171211,Jaya,Lihue,22.01103,-159.33759,Private room,329.0,1,18,2024-03-10,3.62,2,314,18,"390060040035, TA-111-743-1296-01",Room in hotel,2,2023-10-26,4.89,5.0,4.89,5.0,5.0,5.0,5.0,365,https://www.airbnb.com/rooms/1000216303280486482,True,,within an hour,100.0
23188475,Kapalua Tropical Condo,908,Sherry,Lahaina,21.02003,-156.62996,Private room,299.0,7,0,,,2,364,0,"460060330000, TA-207-754-0352-01",Room in boutique hotel,4,,,,,,,,,7,https://www.airbnb.com/rooms/23188475,False,"My name is Sherry Boonstra-Barbier and I have been living on Maui for the past 30 years. My family and I initially moved here from Chicago, Illinois aiming to escape the cold weather in the ""windy city."" In doing so, we landed in Lahaina (Hawaiian for ""merciless sun"") which happens to be the previous capital of the Hawaiian Kingdom. Since I arrived here all those years ago I have been operating a Bed and Breakfast out of my home and have gradually expanded to accommodate different types of travelers ranging from Hostel travelers to luxury estates. I have met many wonderful visitors throughout the years, many of which I have become close friends with. With my thorough expertise about the island of Maui, and decades of experience as a host I am confident I can help you make the most of your stay here in the islands. I look forward to hearing from you.

Aloha,
Sherry ",within a day,70.0
869291877084569272,Private Room w/ Shared Bathroom & Breakfast,4965048,Mathew,South Hilo,19.860203,-155.1058156,Private room,117.0,1,21,2024-02-28,1.91,16,141,21,,Private room in nature lodge,2,2023-04-29,4.86,4.81,4.86,4.81,4.86,4.9,4.81,365,https://www.airbnb.com/rooms/869291877084569272,False,I'm an outgoing type who values the experience of travel.  Airbnb helps me to afford to travel more.  I love meeting new people.  I grew up in a Bed & Breakfast so hosting comes naturally to me.  ,within an hour,100.0
914944646159151521,Steps Away from Kalapaki Beach! Garden View Suite!,501999514,RoomPicks,Lihue,21.96113665240853,-159.3488870290693,Private room,780.0,1,0,,,45,331,0,"350020020021, TA-070-692-2496-04",Private room in resort,2,,,,,,,,,1125,https://www.airbnb.com/rooms/914944646159151521,False,,within an hour,100.0
28937223,Pineapple Room,8536565,Paliuli,South Kona,19.44042,-155.88689,Private room,95.0,3,34,2024-01-15,0.54,4,262,2,,Private room in farm stay,2,2019-01-12,4.41,4.68,4.59,4.71,4.76,4.76,4.59,31,https://www.airbnb.com/rooms/28937223,False,"Aloha kakou (Hello to all):
I'm Marc and I fell in love with the Big Island in 1982 and bought this coffee farm in 2008 after living in several locations around the island.  This is more than my home. It's an island paradise on a 500 year old farm where the sweet spirit of Hawaii resides.  The farm offers me and my guests, a peaceful, quiet, farm stay on aina (land) that is deeply rooted in the old Hawaiian traditions and ways of Aloha. I danced hula with Halau 'O KeikiAli'i and I grow gourds for making Ipu Heke (gourd implements used by hula dancers). I start most every day with a great swim at one of the many bays in South Kona.",within a day,100.0
765886398716273229,Westin Ka’anapali Two Bedroom Villa NYE 2024,7536867,Phuong,Lahaina,20.93672063567,-156.69248049253943,Private room,1040.0,7,0,,,1,231,0,"440140040158, TA-176-783-2064-01",Private room in resort,8,,,,,,,,,7,https://www.airbnb.com/rooms/765886398716273229,False,Bay Area,within an hour,100.0
914982048789058176,Beachfront Property! w/ Outdoor Pool & Parking!,501999514,RoomPicks,Lihue,21.96146092658588,-159.34873556956063,Private room,1160.0,1,0,,,45,362,0,"350020020021, TA-070-692-2496-04",Private room in resort,4,,,,,,,,,1125,https://www.airbnb.com/rooms/914982048789058176,False,,within an hour,100.0
38966075,"3rd Guest Bedroom, Queen bed, walk-in closet, desk",133987416,IL Young,South Hilo,19.68376,-155.08235,Private room,100.0,2,24,2023-04-16,0.47,3,365,1,,Private room in home,2,2019-12-28,4.83,4.54,4.75,4.88,5.0,5.0,4.79,1125,https://www.airbnb.com/rooms/38966075,False,,within a few hours,100.0
914419275387113342,Steps Away from Kalapaki Beach! W/ Private Lanai!,501999514,RoomPicks,Lihue,21.96305,-159.34952,Private room,890.0,1,0,,,45,349,0,"350020020021, TA-070-692-2496-04",Private room in resort,4,,,,,,,,,1125,https://www.airbnb.com/rooms/914419275387113342,False,,within an hour,100.0
1095540307055483525,Marriott Kauai Lagoons-Kalanipuu 2 Bedroom Unit,336576760,Tim,Lihue,21.96043542558361,-159.34133984220855,Private room,599.0,1,1,2024-03-07,1.0,96,154,1,"540050360000, TA-133-768-1408-01",Room in hotel,6,2024-03-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,365,https://www.airbnb.com/rooms/1095540307055483525,False,,within a few hours,99.0
49712641,Great Getaway! Comfy King Unit! Near Attractions!,5615582,RoomPicks,Kau,19.42932,-155.2575,Private room,249.0,1,0,,,234,60,0,,Room in boutique hotel,2,,,,,,,,,1125,https://www.airbnb.com/rooms/49712641,False,"Our selected accommodations combine the best features of a hotel and vacation rental home to ensure a wonderful and effortless stay! We take the guesswork out of where you are staying so you can concentrate on what you want to be doing.

We handpick the accommodations in the best properties all over the US offering great vacation rental experience and impeccable service: serviced apartments, oversized suites and accommodations in resorts with outstanding amenities and much more! We do this by testing them ourselves before the hit the list, so we know what to expect before you make the reservation. 

We are available 24/7 to make sure all your special requests are taken care of and to assist with any questions or issues you might have throughout your stay!",within an hour,100.0
967681608856667258,"3 Units w/ Balconies! Pool, Beachfront Location!",501999514,RoomPicks,Lihue,21.96279,-159.35087,Private room,3309.0,1,0,,,45,355,0,"350020020021, TA-070-692-2496-04",Private room in resort,12,,,,,,,,,1125,https://www.airbnb.com/rooms/967681608856667258,False,,within an hour,100.0
1063478521092797628,2 BR Villa @ Marriott Kauai Beach Club,52896140,Jason,Lihue,21.9620979,-159.3499131,Private room,971.0,5,0,,,20,260,0,Exempt,Private room in resort,6,,,,,,,,,7,https://www.airbnb.com/rooms/1063478521092797628,True,"Over the years I picked up several timeshares at amazing resorts that was not always able to use so I started renting them on Airbnb. Realizing other timeshare owners were likely in a similar position, I started my own company that helps timeshare owners get value out of their unused weeks and you access to amazing resorts. By booking from me, you’ll be either renting my personal or another’s unused timeshare.",within an hour,100.0
714641066275138713,Hilton Kings' Land - 2 Bedroom Plus,475756216,Crystal,South Kohala,19.9257378306008,-155.866087277045,Private room,759.0,1,0,,,21,294,0,,Private room in resort,6,,,,,,,,,1125,https://www.airbnb.com/rooms/714641066275138713,False,,within an hour,100.0
966214826027745968,Your Personal Haven in Lihue! 2 Units w/ Balconies,501999514,RoomPicks,Lihue,21.96302,-159.34896,Private room,867.0,1,0,,,45,314,0,"350020020021, TA-070-692-2496-04",Private room in resort,8,,,,,,,,,1125,https://www.airbnb.com/rooms/966214826027745968,False,,within an hour,100.0
714535960362370663,Hilton Kings' Land - 1 Bedroom,475756216,Crystal,South Kohala,19.9257378306008,-155.866087277045,Private room,587.0,1,0,,,21,193,0,,Private room in resort,4,,,,,,,,,1125,https://www.airbnb.com/rooms/714535960362370663,False,,within an hour,100.0
967605280139483187,3 Pool View Units Steps away from Kalapaki Beach!,501999514,RoomPicks,Lihue,21.96291,-159.35083,Private room,2629.0,1,0,,,45,325,0,"350020020021, TA-070-692-2496-04",Private room in resort,12,,,,,,,,,1125,https://www.airbnb.com/rooms/967605280139483187,False,,within an hour,100.0
714536443773829202,Kings' Land By Hilton - 1 Bedroom Suites,475756216,Crystal,South Kohala,19.9257378306008,-155.866087277045,Private room,391.0,1,0,,,21,191,0,,Private room in resort,4,,,,,,,,,1125,https://www.airbnb.com/rooms/714536443773829202,False,,within an hour,100.0
967682489207975062,3 Ocean View Units Near Nawiliwili Harbor! Pool!,501999514,RoomPicks,Lihue,21.96323888977835,-159.35074579069124,Private room,3309.0,1,0,,,45,355,0,"350020020021, TA-070-692-2496-04",Private room in resort,12,,,,,,,,,1125,https://www.airbnb.com/rooms/967682489207975062,False,,within an hour,100.0
714537113534957561,Hilton Kings' Land - 1 Bedroom Plus,475756216,Crystal,South Kohala,19.9257378306008,-155.866087277045,Private room,759.0,1,0,,,21,240,0,,Private room in resort,4,,,,,,,,,1125,https://www.airbnb.com/rooms/714537113534957561,False,,within an hour,100.0
49712576,"Adventure Escape! Free Onsite Parking, Bike Rental",5615582,RoomPicks,Kau,19.42961,-155.25943,Private room,357.0,1,0,,,234,31,0,,Room in boutique hotel,2,,,,,,,,,1125,https://www.airbnb.com/rooms/49712576,False,"Our selected accommodations combine the best features of a hotel and vacation rental home to ensure a wonderful and effortless stay! We take the guesswork out of where you are staying so you can concentrate on what you want to be doing.

We handpick the accommodations in the best properties all over the US offering great vacation rental experience and impeccable service: serviced apartments, oversized suites and accommodations in resorts with outstanding amenities and much more! We do this by testing them ourselves before the hit the list, so we know what to expect before you make the reservation. 

We are available 24/7 to make sure all your special requests are taken care of and to assist with any questions or issues you might have throughout your stay!",within an hour,100.0
